暫定ID,タイトル,ステージ,難易度,書誌URL,1ページ目URL,コマ数,請求番号,文書番号,コンテンツデータURL,主題別,資料種別,災害種別,災害名（地震・津波）,画像データ有無,コレクション名1,タイトル,タイトル（かな）,頁数,大きさ,出版社等,出版年（西暦年月日）,キーワード,備考,刊行方式,地域,請求番号,文書番号,ID,緯度,経度,緯度2,経度2,著者等,災害年（和暦年月日）,災害年（西暦年月日）,災害年（西暦年月日）データ,災害年（西暦年月日）終了,災害年（西暦年月日）終了データ,地名,災害名（火山）,既刊史料集,所蔵元
L000186,本朝地震記,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000186,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/013/000013210.jpg,15,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000186,01.地震04.火事,02.古文書,01.地震・津波,"020.貞観地震（貞観11年5月26日）[869年7月13日]129.元禄地震（元禄16年11月23日）［1703年12月31日］228.善光寺地震（弘化4年3月24日）［1847年5月8日］234.小田原地震（嘉永6年2月2日）[1853年3月11日]235.伊賀上野地震（安政元年6月15日）[1854年7月9日]237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]245.安政江戸地震（安政2年10月2日）［1855年11月11日］",有,01.和古書類,本朝地震記,ほんちょうじしんき,14（除表紙）,17.5×11.9,,,編年史料,和綴　1冊　後補の表紙に記された「本朝地震記」は誤り、正しくは「諸国地震年代記」　安政江戸地震までの地震年代記および安政江戸地震の略記・地震被害書上　絵図あり　蔵書印あり（地震研究所図書・判事神原甚三）　本文は文書番号石本文庫27，石本文庫231「諸國地震年代記」と同一、（ID）L001152もほぼ同一だが末尾の1丁分を欠く,木版,,01.006-4,1842,L000186,,,,,恐震,,,,,,,,,東京大学地震研究所図書室
L000190,安政見聞誌抄,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000190,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/017/000017346.jpg,50,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000190,01.地震03.津波04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,安政見聞誌抄,あんせいけんもんししょう,47（含表紙）,24.6×16.8,,1857,,和綴　1冊　「安政見聞誌」の抜き書き　絵図あり　奥書「此一冊は安政二卯年十月二日江戸大地震ニつき四方山の虚実を書記す安政見聞誌と名顕セし（朱筆「繪入」）四冊續にして世にもてあそびしを一見セし侭■夜永の話ニもなるへきケ條を自ら抄出セしものなり　安政四丁巳年二月　■斎安幸」　蔵書印あり（地震研究所図書・□門ヵ川）,筆写本,15.東京,01.006-4,1854,L000190,,,,,■斎安幸,安政2年10月2日,,,,,,,,東京大学地震研究所図書室
L000191,明治廿四年十月廿八日　大地震後圖,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000191,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003366.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000191,01.地震,03.文書,01.地震・津波,272.濃尾地震（明治24 年10 月28日）[1891年],有,01.和古書類,明治廿四年十月廿八日　大地震後圖,めいじにじゅうよねんじゅうがつにじゅうはちにち　おおじしんのちず,1,36.0×71.4（折畳：25.2×17.9）,石川六之助（深川区常盤町一丁目十一ハンチ）　印刷兼発行,1891,,一枚物　1鋪　濃尾地震についての瓦版　絵図あり,木版,23.中部地方（東山．東海）,01.006-3,1897,L000191,35.359384,136.61275,35.181446,136.906398,豊原国輝 画,明治24年10月28日,18911028,18911028,18911028,18911028,（岐阜・大垣・名古屋一帯）,,,東京大学地震研究所図書室
L000192,岐阜縣・愛知縣　大地震實況,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000192,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003367.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000192,01.地震04.火事,03.文書,01.地震・津波,272.濃尾地震（明治24 年10 月28日）[1891年],有,01.和古書類,岐阜縣・愛知縣　大地震實況,ぎふけん・あいちけん　だいじしんじっきょう,1,35.5×71.0（折畳：25.2×17.9）,福田俟次郎（日本橋区長谷川町十九バンチ）　印刷兼発行者,1891,,一枚物　1鋪　濃尾地震についての瓦版　絵図あり,木版,23.中部地方（東山．東海）,01.006-3,1898,L000192,35.359384,136.61275,35.181446,136.906398,小国政 筆,明治24年10月28日,18911028,18911028,18911028,18911028,（岐阜・大垣・名古屋一帯）,,,東京大学地震研究所図書室
L000193,諸國大地震并大津浪,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000193,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003368.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000193,01.地震03.津波,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,諸國大地震并大津浪,しょこくおおじしんならびにおおつなみ,1,22.2×66.2（折畳：22.2×16.7）,,,,一枚物　1鋪　安政東南海地震についての瓦版　絵図あり　元は文書番号1899-2と合わせて一枚の瓦版、1899-1はその上半分　文書番号33507-3と同一,木版,09.関東地方（坂東）23.中部地方（東山．東海）,01.006-3,1899-1,L000193,35.0117893,135.854607,35.535062,140.44025,,嘉永7年11月4日,,,,,（江戸から伊勢太平洋沿岸）,,,東京大学地震研究所図書室
L000194,諸國大地震并大津浪,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000194,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003369.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000194,01.地震03.津波,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,諸國大地震并大津浪,しょこくおおじしんならびにおおつなみ,1,22.2×67.2（折畳：22.2×16.9）,,,,一枚物　1鋪　安政東南海地震についての瓦版　絵図あり　元は文書番号1899-1と合わせて一枚の瓦版、1899-2はその下半分　文書番号33507-3と同一,木版,09.関東地方（坂東）23.中部地方（東山．東海）,01.006-3,1899-2,L000194,35.423298,136.760654,35.497838,140.115665,,嘉永7年11月4日,,,,,（飛騨国から下野国）,,,東京大学地震研究所図書室
L000195,江戸大火本しらべ,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000195,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003370.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000195,04.火事,04.災害絵地図,,,有,01.和古書類,江戸大火本しらべ,えどたいかほんしらべ,1,32.5×47.8（折畳：20.2×12.0）,,,,一枚物　1紙　安政6年2月21日江戸の火事の類焼場所についての瓦版　絵図あり　後半欠,木版,15.東京,01.006-3,1900,L000195,35.692785,139.728799,35.673621,139.741419,,安政6年2月21日,,,,,（市ヶ谷から赤坂方面一帯）,,,東京大学地震研究所図書室
L000196,大坂大火本しらべ,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000196,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003371.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000196,04.火事,04.災害絵地図,,,有,01.和古書類,大坂大火本しらべ,おおさかたいかほんしらべ,1,35.7×48.4（折畳：20.2×12.2）,,,,一枚物　1紙　文久3年11月21日大坂の火事の類焼場所についての瓦版　絵図あり　文書番号1904と同じ,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.006-3,1901,L000196,34.681828,135.51037,34.674057　135.527363,135.527363,,文久3年11月21日,,,,,（大阪城南西一帯）,,,東京大学地震研究所図書室
L000197,江戸大火場所細見,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000197,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003372.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000197,04.火事,04.災害絵地図,,,有,01.和古書類,江戸大火場所細見,えどたいかばしょさいけん,1,33.1×45.1（折畳：20.1×11.4）,,,,一枚物　1紙　安政2年3月朔日～2日江戸の火事の類焼場所についての瓦版　絵図あり,木版（多色刷）,15.東京,01.006-3,1902,L000197,35.697467,139.785976,35.645592,139.881983,,安政2年3月1日,,,,,（浅草橋から堀江町方面）,,,東京大学地震研究所図書室
L000198,大阪大火,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000198,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003373.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000198,04.火事,04.災害絵地図,,,有,01.和古書類,大阪大火,おおさかたいか,1,35.0×47.7（折畳：20.2×12.0）,,,,一枚物　1紙　安政5年2月25日大坂の火事の類焼場所についての瓦版　絵図あり,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.006-3,1903,L000198,34.686297,135.519661,34.686297,135.519661,,安政5年2月25日,,,,,（道頓堀川南の芝居付近）,,,東京大学地震研究所図書室
L000199,大坂大火本しらべ,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000199,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/005/000005010.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000199,04.火事,04.災害絵地図,,,有,01.和古書類,大坂大火本しらべ,おおさかたいかほんしらべ,1,36.0×48.2（折畳：21.1×12.2）,,,,一枚物　1紙　文久3年11月21日大坂の火事（西よこぼり新丁より出火）の類焼場所についての瓦版　絵図あり　文書番号1901と同じ,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.006-3,1904,L000199,,,,,,文久3年11月21日,,,,,（大阪城南西一帯）,,,東京大学地震研究所図書室
L000200,大阪上町出火,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000200,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003374.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000200,04.火事,04.災害絵地図,,,有,01.和古書類,大阪上町出火,おおさかうえまちしゅっか,1,33.4×23.5（折畳：16.9×11.8）,,,,一枚物　1紙　嘉永7年11月29日大坂の火事の類焼場所についての瓦版　絵図あり,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.006-3,1905,L000200,34.680229,135.519768,34.676654,135.518681,,嘉永7年11月29日,,,,,（谷町付近）,,,東京大学地震研究所図書室
L000201,大阪新町大火詳圖,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000201,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003375.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000201,04.火事,04.災害絵地図,,,有,01.和古書類,大阪新町大火詳圖,おおさかしんまちたいかしょうず,1,50.8×36.1（折畳：25.5×18.2）,,,,一枚物　1紙　明治23年9月5日大阪の火事の類焼場所についての瓦版　絵図あり,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.006-3,1906,L000201,34.681393,135.490734,34.674112,135.496783,山中槌松（大阪市南区竹ヤ町二百四十九番屋敷） 画者・印刷・発行人,明治23年9月5日,18900905,18900905,18900905,18900905,（新町一～五丁目付近）,,,東京大学地震研究所図書室
L000202,大阪大火家數本しらべ,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000202,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003376.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000202,04.火事,02.古文書,,,有,01.和古書類,大阪大火家數本しらべ,おおさかたいかやかずほんしらべ,1,33.0×45.0（折畳：18.4×11.5）,,,,一枚物　1紙　文久3年11月21日大坂の火事の被害状況についての瓦版,木版,33.大阪（摂津．和泉．河内）,01.006-3,1907,L000202,34.681828,135.51037,34.674057　135.527363,135.527363,,文久3年11月21日,,,,,（大阪城南西周辺）,,,東京大学地震研究所図書室
L000203,のこらず本しらべ大阪　大火細見本しらべ,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000203,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003377.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000203,01.地震04.火事,04.災害絵地図,01.地震・津波,251.飛越地震（安政5年2月26日）［1858年4月9日］,有,01.和古書類,のこらず本しらべ大阪　大火細見本しらべ,のこらずほんしらべおおさか　たいかさいけんほんしらべ,1,34.9×47.6（折畳：20.2×12.0）,,,,一枚物　1紙　安政5年正月4日・2月19日・2月21日・2月25日大坂の火事の類焼場所についての瓦版　絵図あり　2月25日～26日火事の最中に地震（飛越地震ヵ）があったことが記されている　文書番号1926， 2713と同じ,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.007-1,1908,L000203,34.668549,135.502716,34.668549,135.502716,,安政5年正月4日,,,,,（竹林寺・法善寺周辺）,,,東京大学地震研究所図書室
L000204,聞書　細見大阪大火図,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000204,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003378.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000204,01.地震04.火事,04.災害絵地図,01.地震・津波,251.飛越地震（安政5年2月26日）［1858年4月9日］,有,01.和古書類,聞書　細見大阪大火図,ききがき　さいけんおおさかたいかず,1,35.4×45.7（折畳：20.0×11.5）,,,,一枚物　1紙　安政5年正月4日・2月25日大坂火事の類焼場所についての瓦版　絵図あり　2月25日～26日火事の最中に地震（飛越地震ヵ）があったことが記されている,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.007-1,1909,L000204,34.668549,135.502716,34.668549,135.502716,,安政5年正月4日,,,,,（竹林寺・法善寺周辺）,,,東京大学地震研究所図書室
L000205,大阪大火,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000205,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003379.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000205,04.火事,04.災害絵地図,,,有,01.和古書類,大阪大火,おおさかたいか,1,44.2×33.6（折畳：22.1×16.8）,,,,一枚物　1紙　安政5年2月25日大坂の火事の類焼場所についての瓦版　絵図あり　文書番号2714と版の異なるもの（おそらく文書番号1910の方が前）,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.007-1,1910,L000205,34.668549,135.502716,34.668549,135.502716,,安政5年2月25日,,,,,（竹林寺・法善寺周辺）,,,東京大学地震研究所図書室
L000206,摂津大阪近辺早引方角附　大地震ニ附大津波次第,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000206,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003380.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000206,01.地震03.津波,04.災害絵地図,,,有,01.和古書類,摂津大阪近辺早引方角附　大地震ニ附大津波次第,せっつおおさかきんぺんはやびきほうがくづけ　おおじしんにつきおおつなみしだい,1,32.2×45.1（折畳：20.3×11.4）,,,,一枚物　1紙　嘉永7年11月5日大坂における安政東南海地震津波の被害についての瓦版、堺や兵庫など周辺地域の状況も記す　「大地震年代記」あり　絵図あり,木版,33.大阪（摂津．和泉．河内）32.京都（山城．丹波．丹後）34.兵庫（播磨．但馬．淡路）35.奈良（大和）,01.007-1,1911,L000206,34.737596,135.341564,34.603673,135.500632,,嘉永7年11月5日,,,,,（大阪湾）,,,東京大学地震研究所図書室
L000207,諸国大阪太地震大つなミ末代噺,2,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000207,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003381.jpg,1,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000207,01.地震03.津波04.火事,02.古文書,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,諸国大阪太地震大つなミ末代噺,しょこくおおさかおおじしんおおつなみまつだいはなし,1,36.0×48.7（折畳：21.1×12.2）,,,,一枚物　1紙　嘉永7年11月4～5日大坂および周辺地域における安政東南海地震津波の被害についての瓦版　絵図あり,木版,33.大阪（摂津．和泉．河内）28.愛知（尾張．三河）29.三重（伊勢．伊賀．志摩）32.京都（山城．丹波．丹後）34.兵庫（播磨．但馬．淡路）35.奈良（大和）,01.007-1,1912,L000207,34.733734,135.406376,34.693738,135.502165,,嘉永7年11月4日,,,,,（大阪周辺諸国）,,,東京大学地震研究所図書室
